Date,DayOfWeek,IsHoliday,Gender,ETU_Admissions,ETU_Discharges,ETU_BedCapacity,ETU_OccupiedBeds,Weather,SpecialEvent,PublicTransportStatus,OutbreakAlert,Shift_ID
2016-12-21,Wednesday,No,Female,0,2,7,5,Rainy,None,Normal,ILIAlert,Morning
2016-12-21,Wednesday,No,Male,2,4,7,2,Rainy,None,Normal,ILIAlert,Morning
2016-12-21,Wednesday,No,Female,0,3,7,1,Rainy,None,Normal,ILIAlert,Night
2016-12-21,Wednesday,No,Male,1,2,7,4,Rainy,None,Normal,ILIAlert,Night
2016-12-22,Thursday,No,Female,4,1,7,2,Cloudy,None,Normal,ILIAlert,Evening
2016-12-22,Thursday,No,Male,0,1,7,4,Cloudy,None,Normal,ILIAlert,Evening
2016-12-22,Thursday,No,Female,0,3,7,4,Cloudy,None,Normal,ILIAlert,Morning
2016-12-22,Thursday,No,Male,3,3,7,4,Cloudy,None,Normal,ILIAlert,Morning
2016-12-22,Thursday,No,Female,3,0,7,3,Cloudy,None,Normal,ILIAlert,Night
2016-12-22,Thursday,No,Male,1,4,7,3,Cloudy,None,Normal,ILIAlert,Night
2016-12-23,Friday,No,Female,2,4,7,1,Cloudy,None,Normal,ILIAlert,Evening
2016-12-23,Friday,No,Male,2,1,7,3,Cloudy,None,Normal,ILIAlert,Evening
2016-12-23,Friday,No,Female,1,1,7,3,Cloudy,None,Normal,ILIAlert,Morning
2016-12-23,Friday,No,Male,2,2,7,1,Cloudy,None,Normal,ILIAlert,Morning
2016-12-23,Friday,No,Female,2,1,7,3,Cloudy,None,Normal,ILIAlert,Night
2016-12-23,Friday,No,Male,2,2,7,1,Cloudy,None,Normal,ILIAlert,Night
2016-12-24,Saturday,No,Female,1,2,7,6,Rainy,None,Normal,ILIAlert,Evening
2016-12-24,Saturday,No,Male,2,4,7,6,Rainy,None,Normal,ILIAlert,Evening
2016-12-24,Saturday,No,Female,4,2,7,3,Rainy,None,Normal,ILIAlert,Morning
2016-12-24,Saturday,No,Male,1,1,7,2,Rainy,None,Normal,ILIAlert,Morning
2016-12-24,Saturday,No,Female,3,2,7,6,Rainy,None,Normal,ILIAlert,Night
2016-12-24,Saturday,No,Male,1,3,7,5,Rainy,None,Normal,ILIAlert,Night
2016-12-25,Sunday,Yes,Female,0,1,7,5,Cloudy,Christmas Day,Normal,ILIAlert,Evening
2016-12-25,Sunday,Yes,Male,1,0,7,3,Cloudy,Christmas Day,Normal,ILIAlert,Evening
2016-12-25,Sunday,Yes,Female,4,3,7,5,Cloudy,Christmas Day,Normal,ILIAlert,Morning
2016-12-25,Sunday,Yes,Male,2,3,7,4,Cloudy,Christmas Day,Normal,ILIAlert,Morning
2016-12-25,Sunday,Yes,Female,2,1,7,3,Cloudy,Christmas Day,Normal,ILIAlert,Night
2016-12-25,Sunday,Yes,Male,1,2,7,2,Cloudy,Christmas Day,Normal,ILIAlert,Night
2016-12-26,Monday,No,Female,0,1,7,3,Cloudy,None,Normal,ILIAlert,Evening
2016-12-26,Monday,No,Male,0,3,7,1,Cloudy,None,Normal,ILIAlert,Evening
2016-12-26,Monday,No,Female,1,1,7,7,Cloudy,None,Normal,ILIAlert,Morning
2016-12-26,Monday,No,Male,0,2,7,2,Cloudy,None,Normal,ILIAlert,Morning
2016-12-26,Monday,No,Female,2,1,7,6,Cloudy,None,Normal,ILIAlert,Night
2016-12-26,Monday,No,Male,3,2,7,5,Cloudy,None,Normal,ILIAlert,Night
2016-12-27,Tuesday,No,Female,3,1,7,5,Sunny,None,Normal,None,Evening
2016-12-27,Tuesday,No,Male,3,2,7,1,Sunny,None,Normal,None,Evening
2016-12-27,Tuesday,No,Female,3,1,7,1,Sunny,None,Normal,None,Morning
2016-12-27,Tuesday,No,Male,2,4,7,4,Sunny,None,Normal,None,Morning
2016-12-27,Tuesday,No,Female,3,1,7,2,Sunny,None,Normal,None,Night
2016-12-27,Tuesday,No,Male,1,3,7,5,Sunny,None,Normal,None,Night
2016-12-28,Wednesday,No,Female,0,1,7,5,Rainy,None,Normal,ILIAlert,Evening
2016-12-28,Wednesday,No,Male,2,3,7,5,Rainy,None,Normal,ILIAlert,Evening
2016-12-28,Wednesday,No,Female,3,0,7,3,Rainy,None,Normal,ILIAlert,Morning
2016-12-28,Wednesday,No,Male,2,3,7,2,Rainy,None,Normal,ILIAlert,Morning
2016-12-28,Wednesday,No,Female,1,1,7,3,Rainy,None,Normal,ILIAlert,Night
2016-12-28,Wednesday,No,Male,2,2,7,5,Rainy,None,Normal,ILIAlert,Night
2016-12-29,Thursday,No,Female,2,4,7,4,Rainy,None,Reduced,ILIAlert,Evening
2016-12-29,Thursday,No,Male,2,3,7,3,Rainy,None,Reduced,ILIAlert,Evening
2016-12-29,Thursday,No,Female,1,1,7,6,Rainy,None,Reduced,ILIAlert,Morning
2016-12-29,Thursday,No,Male,1,0,7,5,Rainy,None,Reduced,ILIAlert,Morning
2016-12-29,Thursday,No,Female,0,0,7,3,Rainy,None,Reduced,ILIAlert,Night
2016-12-29,Thursday,No,Male,0,2,7,3,Rainy,None,Reduced,ILIAlert,Night
2016-12-30,Friday,No,Female,2,1,7,5,Cloudy,None,Normal,ILIAlert,Evening
2016-12-30,Friday,No,Male,4,2,7,6,Cloudy,None,Normal,ILIAlert,Evening
2016-12-30,Friday,No,Female,0,1,7,2,Cloudy,None,Normal,ILIAlert,Morning
2016-12-30,Friday,No,Male,4,3,7,3,Cloudy,None,Normal,ILIAlert,Morning
2016-12-30,Friday,No,Female,2,1,7,1,Cloudy,None,Normal,ILIAlert,Night
2016-12-30,Friday,No,Male,1,0,7,2,Cloudy,None,Normal,ILIAlert,Night
2016-12-31,Saturday,No,Female,0,1,7,3,Cloudy,None,Normal,ILIAlert,Evening
2016-12-31,Saturday,No,Male,0,1,7,6,Cloudy,None,Normal,ILIAlert,Evening
2016-12-31,Saturday,No,Female,3,1,7,4,Cloudy,None,Normal,ILIAlert,Morning
2016-12-31,Saturday,No,Male,3,1,7,5,Cloudy,None,Normal,ILIAlert,Morning
2016-12-31,Saturday,No,Female,4,4,7,5,Cloudy,None,Normal,ILIAlert,Night
2016-12-31,Saturday,No,Male,0,1,7,4,Cloudy,None,Normal,ILIAlert,Night
2017-01-01,Sunday,No,Female,2,2,7,1,Sunny,None,Normal,None,Evening
2017-01-01,Sunday,No,Male,3,3,7,5,Sunny,None,Normal,None,Evening
2017-01-01,Sunday,No,Female,1,2,7,3,Sunny,None,Normal,None,Morning
2017-01-01,Sunday,No,Male,3,2,7,4,Sunny,None,Normal,None,Morning
2017-01-01,Sunday,No,Female,2,3,7,1,Sunny,None,Normal,None,Night
2017-01-01,Sunday,No,Male,3,3,7,5,Sunny,None,Normal,None,Night
2017-01-02,Monday,No,Female,3,1,7,1,Cloudy,None,Normal,None,Evening
2017-01-02,Monday,No,Male,0,2,7,3,Cloudy,None,Normal,None,Evening
2017-01-02,Monday,No,Female,1,1,7,3,Cloudy,None,Normal,None,Morning
2017-01-02,Monday,No,Male,1,1,7,1,Cloudy,None,Normal,None,Morning
2017-01-02,Monday,No,Female,0,0,7,4,Cloudy,None,Normal,None,Night
2017-01-02,Monday,No,Male,5,0,7,4,Cloudy,None,Normal,None,Night
2017-01-03,Tuesday,No,Female,2,1,7,3,Sunny,None,Normal,None,Evening
2017-01-03,Tuesday,No,Male,0,1,7,4,Sunny,None,Normal,None,Evening
2017-01-03,Tuesday,No,Female,2,0,7,5,Sunny,None,Normal,None,Morning
2017-01-03,Tuesday,No,Male,0,3,7,5,Sunny,None,Normal,None,Morning
2017-01-03,Tuesday,No,Female,0,2,7,5,Sunny,None,Normal,None,Night
2017-01-03,Tuesday,No,Male,3,1,7,3,Sunny,None,Normal,None,Night
2017-01-04,Wednesday,No,Female,2,1,7,5,Cloudy,None,Normal,None,Evening
2017-01-04,Wednesday,No,Male,2,1,7,3,Cloudy,None,Normal,None,Evening
2017-01-04,Wednesday,No,Female,1,0,7,3,Cloudy,None,Normal,None,Morning
2017-01-04,Wednesday,No,Male,1,3,7,4,Cloudy,None,Normal,None,Morning
2017-01-04,Wednesday,No,Female,3,4,7,4,Cloudy,None,Normal,None,Night
2017-01-04,Wednesday,No,Male,3,2,7,3,Cloudy,None,Normal,None,Night
2017-01-05,Thursday,No,Female,3,0,7,4,Cloudy,None,Normal,None,Evening
2017-01-05,Thursday,No,Male,2,4,7,3,Cloudy,None,Normal,None,Evening
2017-01-05,Thursday,No,Female,1,2,7,1,Cloudy,None,Normal,None,Morning
2017-01-05,Thursday,No,Male,3,0,7,4,Cloudy,None,Normal,None,Morning
2017-01-05,Thursday,No,Female,1,0,7,6,Cloudy,None,Normal,None,Night
2017-01-05,Thursday,No,Male,0,2,7,3,Cloudy,None,Normal,None,Night
2017-01-06,Friday,No,Female,1,0,7,5,Cloudy,None,Normal,None,Evening
2017-01-06,Friday,No,Male,3,1,7,2,Cloudy,None,Normal,None,Evening
2017-01-06,Friday,No,Female,0,0,7,5,Cloudy,None,Normal,None,Morning
2017-01-06,Friday,No,Male,3,1,7,4,Cloudy,None,Normal,None,Morning
2017-01-06,Friday,No,Female,1,2,7,2,Cloudy,None,Normal,None,Night
2017-01-06,Friday,No,Male,2,3,7,3,Cloudy,None,Normal,None,Night
2017-01-07,Saturday,No,Female,1,2,7,1,Sunny,None,Normal,None,Evening
2017-01-07,Saturday,No,Male,5,3,7,6,Sunny,None,Normal,None,Evening
2017-01-07,Saturday,No,Female,1,1,7,6,Sunny,None,Normal,None,Morning
2017-01-07,Saturday,No,Male,1,2,7,3,Sunny,None,Normal,None,Morning
2017-01-07,Saturday,No,Female,1,1,7,5,Sunny,None,Normal,None,Night
2017-01-07,Saturday,No,Male,4,6,7,2,Sunny,None,Normal,None,Night
2017-01-08,Sunday,No,Female,2,0,7,1,Cloudy,None,Normal,None,Evening
2017-01-08,Sunday,No,Male,0,1,7,3,Cloudy,None,Normal,None,Evening
2017-01-08,Sunday,No,Female,3,0,7,6,Cloudy,None,Normal,None,Morning
2017-01-08,Sunday,No,Male,2,0,7,1,Cloudy,None,Normal,None,Morning
2017-01-08,Sunday,No,Female,1,1,7,4,Cloudy,None,Normal,None,Night
2017-01-08,Sunday,No,Male,1,3,7,2,Cloudy,None,Normal,None,Night
2017-01-09,Monday,No,Female,2,1,7,4,Sunny,None,Normal,None,Evening
2017-01-09,Monday,No,Male,3,2,7,3,Sunny,None,Normal,None,Evening
2017-01-09,Monday,No,Female,2,2,7,1,Sunny,None,Normal,None,Morning
2017-01-09,Monday,No,Male,2,2,7,6,Sunny,None,Normal,None,Morning
2017-01-09,Monday,No,Female,1,3,7,2,Sunny,None,Normal,None,Night
2017-01-09,Monday,No,Male,4,4,7,5,Sunny,None,Normal,None,Night
2017-01-10,Tuesday,No,Female,1,0,7,4,Sunny,None,Normal,None,Evening
2017-01-10,Tuesday,No,Male,3,0,7,4,Sunny,None,Normal,None,Evening
2017-01-10,Tuesday,No,Female,0,3,7,6,Sunny,None,Normal,None,Morning
2017-01-10,Tuesday,No,Male,1,3,7,3,Sunny,None,Normal,None,Morning
2017-01-10,Tuesday,No,Female,4,1,7,5,Sunny,None,Normal,None,Night
2017-01-10,Tuesday,No,Male,1,2,7,3,Sunny,None,Normal,None,Night
2017-01-11,Wednesday,No,Female,0,4,7,2,Sunny,None,Normal,None,Evening
2017-01-11,Wednesday,No,Male,3,2,7,1,Sunny,None,Normal,None,Evening
2017-01-11,Wednesday,No,Female,0,3,7,3,Sunny,None,Normal,None,Morning
2017-01-11,Wednesday,No,Male,2,2,7,3,Sunny,None,Normal,None,Morning
2017-01-11,Wednesday,No,Female,2,0,7,7,Sunny,None,Normal,None,Night
2017-01-11,Wednesday,No,Male,1,0,7,2,Sunny,None,Normal,None,Night
2017-01-12,Thursday,Yes,Female,0,1,7,4,Sunny,Duruthu Full Moon Poya Day,Normal,None,Evening
2017-01-12,Thursday,Yes,Male,5,2,7,4,Sunny,Duruthu Full Moon Poya Day,Normal,None,Evening
2017-01-12,Thursday,Yes,Female,1,4,7,5,Sunny,Duruthu Full Moon Poya Day,Normal,None,Morning
2017-01-12,Thursday,Yes,Male,2,1,7,1,Sunny,Duruthu Full Moon Poya Day,Normal,None,Morning
2017-01-12,Thursday,Yes,Female,3,3,7,2,Sunny,Duruthu Full Moon Poya Day,Normal,None,Night
2017-01-12,Thursday,Yes,Male,2,2,7,5,Sunny,Duruthu Full Moon Poya Day,Normal,None,Night
2017-01-13,Friday,No,Female,3,2,7,4,Sunny,None,Normal,None,Evening
2017-01-13,Friday,No,Male,1,1,7,4,Sunny,None,Normal,None,Evening
2017-01-13,Friday,No,Female,2,0,7,2,Sunny,None,Normal,None,Morning
2017-01-13,Friday,No,Male,0,4,7,4,Sunny,None,Normal,None,Morning
2017-01-13,Friday,No,Female,2,3,7,4,Sunny,None,Normal,None,Night
2017-01-13,Friday,No,Male,1,2,7,1,Sunny,None,Normal,None,Night
2017-01-14,Saturday,Yes,Female,5,2,7,4,Sunny,Tamil Thai Pongal Day,Normal,None,Evening
2017-01-14,Saturday,Yes,Male,2,2,7,3,Sunny,Tamil Thai Pongal Day,Normal,None,Evening
2017-01-14,Saturday,Yes,Female,1,3,7,2,Sunny,Tamil Thai Pongal Day,Normal,None,Morning
2017-01-14,Saturday,Yes,Male,2,1,7,3,Sunny,Tamil Thai Pongal Day,Normal,None,Morning
2017-01-14,Saturday,Yes,Female,3,1,7,4,Sunny,Tamil Thai Pongal Day,Normal,None,Night
2017-01-14,Saturday,Yes,Male,3,0,7,4,Sunny,Tamil Thai Pongal Day,Normal,None,Night
2017-01-15,Sunday,No,Female,0,0,7,3,Sunny,None,Normal,None,Evening
2017-01-15,Sunday,No,Male,0,2,7,5,Sunny,None,Normal,None,Evening
2017-01-15,Sunday,No,Female,2,2,7,2,Sunny,None,Normal,None,Morning
2017-01-15,Sunday,No,Male,3,4,7,1,Sunny,None,Normal,None,Morning
2017-01-15,Sunday,No,Female,1,1,7,3,Sunny,None,Normal,None,Night
2017-01-15,Sunday,No,Male,2,1,7,0,Sunny,None,Normal,None,Night
2017-01-16,Monday,No,Female,3,1,7,1,Sunny,None,Normal,None,Evening
2017-01-16,Monday,No,Male,2,1,7,1,Sunny,None,Normal,None,Evening
2017-01-16,Monday,No,Female,0,1,7,5,Sunny,None,Normal,None,Morning
2017-01-16,Monday,No,Male,0,1,7,1,Sunny,None,Normal,None,Morning
2017-01-16,Monday,No,Female,0,0,7,4,Sunny,None,Normal,None,Night
2017-01-16,Monday,No,Male,2,4,7,3,Sunny,None,Normal,None,Night
2017-01-17,Tuesday,No,Female,1,0,7,4,Rainy,None,Normal,None,Evening
2017-01-17,Tuesday,No,Male,1,1,7,5,Rainy,None,Normal,None,Evening
2017-01-17,Tuesday,No,Female,2,1,7,5,Rainy,None,Normal,None,Morning
2017-01-17,Tuesday,No,Male,1,0,7,5,Rainy,None,Normal,None,Morning
2017-01-17,Tuesday,No,Female,1,1,7,6,Rainy,None,Normal,None,Night
2017-01-17,Tuesday,No,Male,3,3,7,5,Rainy,None,Normal,None,Night
2017-01-18,Wednesday,No,Female,3,2,7,3,Sunny,None,Normal,None,Evening
2017-01-18,Wednesday,No,Male,1,0,7,3,Sunny,None,Normal,None,Evening
2017-01-18,Wednesday,No,Female,0,3,7,5,Sunny,None,Normal,None,Morning
2017-01-18,Wednesday,No,Male,1,4,7,2,Sunny,None,Normal,None,Morning
2017-01-18,Wednesday,No,Female,3,1,7,3,Sunny,None,Normal,None,Night
2017-01-18,Wednesday,No,Male,2,4,7,4,Sunny,None,Normal,None,Night
2017-01-19,Thursday,No,Female,4,1,7,2,Rainy,None,Normal,None,Evening
2017-01-19,Thursday,No,Male,0,3,7,3,Rainy,None,Normal,None,Evening
2017-01-19,Thursday,No,Female,0,0,7,5,Rainy,None,Normal,None,Morning
2017-01-19,Thursday,No,Male,1,4,7,4,Rainy,None,Normal,None,Morning
2017-01-19,Thursday,No,Female,0,1,7,4,Rainy,None,Normal,None,Night
2017-01-19,Thursday,No,Male,0,1,7,2,Rainy,None,Normal,None,Night
2017-01-20,Friday,No,Female,4,1,7,3,Sunny,None,Normal,None,Evening
2017-01-20,Friday,No,Male,0,1,7,5,Sunny,None,Normal,None,Evening
2017-01-20,Friday,No,Female,0,1,7,4,Sunny,None,Normal,None,Morning
2017-01-20,Friday,No,Male,3,3,7,4,Sunny,None,Normal,None,Morning
2017-01-20,Friday,No,Female,2,0,7,3,Sunny,None,Normal,None,Night
2017-01-20,Friday,No,Male,1,2,7,1,Sunny,None,Normal,None,Night
2017-01-21,Saturday,No,Female,0,0,7,4,Sunny,None,Normal,None,Evening
2017-01-21,Saturday,No,Male,0,2,7,2,Sunny,None,Normal,None,Evening
2017-01-21,Saturday,No,Female,2,0,7,4,Sunny,None,Normal,None,Morning
2017-01-21,Saturday,No,Male,2,2,7,2,Sunny,None,Normal,None,Morning
2017-01-21,Saturday,No,Female,2,2,7,1,Sunny,None,Normal,None,Night
2017-01-21,Saturday,No,Male,1,4,7,5,Sunny,None,Normal,None,Night
2017-01-22,Sunday,No,Female,1,1,7,3,Sunny,None,Normal,None,Evening
2017-01-22,Sunday,No,Male,2,2,7,4,Sunny,None,Normal,None,Evening
2017-01-22,Sunday,No,Female,1,0,7,4,Sunny,None,Normal,None,Morning
2017-01-22,Sunday,No,Male,2,2,7,3,Sunny,None,Normal,None,Morning
2017-01-22,Sunday,No,Female,1,0,7,2,Sunny,None,Normal,None,Night
2017-01-22,Sunday,No,Male,1,2,7,1,Sunny,None,Normal,None,Night
2017-01-23,Monday,No,Female,1,1,7,2,Sunny,None,Normal,None,Evening
2017-01-23,Monday,No,Male,1,2,7,5,Sunny,None,Normal,None,Evening
2017-01-23,Monday,No,Female,0,1,7,4,Sunny,None,Normal,None,Morning
2017-01-23,Monday,No,Male,4,1,7,4,Sunny,None,Normal,None,Morning
2017-01-23,Monday,No,Female,2,4,7,2,Sunny,None,Normal,None,Night
2017-01-23,Monday,No,Male,1,2,7,3,Sunny,None,Normal,None,Night
2017-01-24,Tuesday,No,Female,0,1,7,6,Rainy,None,Normal,MeaslesAlert,Evening
2017-01-24,Tuesday,No,Male,2,1,7,5,Rainy,None,Normal,MeaslesAlert,Evening
2017-01-24,Tuesday,No,Female,5,3,7,3,Rainy,None,Normal,MeaslesAlert,Morning
2017-01-24,Tuesday,No,Male,1,0,7,4,Rainy,None,Normal,MeaslesAlert,Morning
2017-01-24,Tuesday,No,Female,1,1,7,4,Rainy,None,Normal,MeaslesAlert,Night
2017-01-24,Tuesday,No,Male,4,0,7,3,Rainy,None,Normal,MeaslesAlert,Night
2017-01-25,Wednesday,No,Female,1,2,7,1,Cloudy,None,Normal,None,Evening
2017-01-25,Wednesday,No,Male,1,1,7,2,Cloudy,None,Normal,None,Evening
2017-01-25,Wednesday,No,Female,0,4,7,4,Cloudy,None,Normal,None,Morning
2017-01-25,Wednesday,No,Male,1,1,7,4,Cloudy,None,Normal,None,Morning
2017-01-25,Wednesday,No,Female,1,1,7,4,Cloudy,None,Normal,None,Night
2017-01-25,Wednesday,No,Male,2,3,7,4,Cloudy,None,Normal,None,Night
2017-01-26,Thursday,No,Female,1,0,7,3,Sunny,None,Normal,None,Evening
2017-01-26,Thursday,No,Male,1,2,7,3,Sunny,None,Normal,None,Evening
2017-01-26,Thursday,No,Female,2,0,7,3,Sunny,None,Normal,None,Morning
2017-01-26,Thursday,No,Male,0,2,7,2,Sunny,None,Normal,None,Morning
2017-01-26,Thursday,No,Female,2,1,7,3,Sunny,None,Normal,None,Night
2017-01-26,Thursday,No,Male,3,0,7,1,Sunny,None,Normal,None,Night
2017-01-27,Friday,No,Female,2,3,7,2,Cloudy,None,Normal,None,Evening
2017-01-27,Friday,No,Male,4,0,7,3,Cloudy,None,Normal,None,Evening
2017-01-27,Friday,No,Female,3,1,7,2,Cloudy,None,Normal,None,Morning
2017-01-27,Friday,No,Male,3,2,7,3,Cloudy,None,Normal,None,Morning
2017-01-27,Friday,No,Female,1,2,7,6,Cloudy,None,Normal,None,Night
2017-01-27,Friday,No,Male,1,1,7,2,Cloudy,None,Normal,None,Night
2017-01-28,Saturday,No,Female,2,2,7,3,Sunny,None,Normal,None,Evening
2017-01-28,Saturday,No,Male,1,3,7,4,Sunny,None,Normal,None,Evening
2017-01-28,Saturday,No,Female,2,2,7,3,Sunny,None,Normal,None,Morning
2017-01-28,Saturday,No,Male,2,0,7,3,Sunny,None,Normal,None,Morning
2017-01-28,Saturday,No,Female,1,3,7,0,Sunny,None,Normal,None,Night
2017-01-28,Saturday,No,Male,2,1,7,3,Sunny,None,Normal,None,Night
2017-01-29,Sunday,No,Female,3,1,7,1,Sunny,None,Normal,None,Evening
2017-01-29,Sunday,No,Male,2,4,7,1,Sunny,None,Normal,None,Evening
2017-01-29,Sunday,No,Female,3,0,7,6,Sunny,None,Normal,None,Morning
2017-01-29,Sunday,No,Male,2,2,7,3,Sunny,None,Normal,None,Morning
2017-01-29,Sunday,No,Female,3,1,7,2,Sunny,None,Normal,None,Night
2017-01-29,Sunday,No,Male,1,0,7,3,Sunny,None,Normal,None,Night
2017-01-30,Monday,No,Female,0,0,7,2,Sunny,None,Normal,None,Evening
2017-01-30,Monday,No,Male,2,3,7,1,Sunny,None,Normal,None,Evening
2017-01-30,Monday,No,Female,1,0,7,5,Sunny,None,Normal,None,Morning
2017-01-30,Monday,No,Male,1,1,7,3,Sunny,None,Normal,None,Morning
2017-01-30,Monday,No,Female,2,1,7,2,Sunny,None,Normal,None,Night
2017-01-30,Monday,No,Male,3,3,7,4,Sunny,None,Normal,None,Night
2017-01-31,Tuesday,No,Female,2,0,7,4,Cloudy,None,Normal,None,Evening
2017-01-31,Tuesday,No,Male,2,2,7,4,Cloudy,None,Normal,None,Evening
2017-01-31,Tuesday,No,Female,2,1,7,5,Cloudy,None,Normal,None,Morning
2017-01-31,Tuesday,No,Male,2,2,7,4,Cloudy,None,Normal,None,Morning
2017-01-31,Tuesday,No,Female,2,0,7,4,Cloudy,None,Normal,None,Night
2017-01-31,Tuesday,No,Male,2,0,7,4,Cloudy,None,Normal,None,Night
2017-02-01,Wednesday,No,Female,0,0,7,5,Cloudy,None,Normal,None,Evening
2017-02-01,Wednesday,No,Male,1,0,7,4,Cloudy,None,Normal,None,Evening
2017-02-01,Wednesday,No,Female,2,2,7,4,Cloudy,None,Normal,None,Morning
2017-02-01,Wednesday,No,Male,1,2,7,5,Cloudy,None,Normal,None,Morning
2017-02-01,Wednesday,No,Female,1,2,7,5,Cloudy,None,Normal,None,Night
2017-02-01,Wednesday,No,Male,3,4,7,4,Cloudy,None,Normal,None,Night
2017-02-02,Thursday,No,Female,3,2,7,3,Cloudy,None,Normal,None,Evening
2017-02-02,Thursday,No,Male,1,2,7,3,Cloudy,None,Normal,None,Evening
2017-02-02,Thursday,No,Female,0,2,7,5,Cloudy,None,Normal,None,Morning
2017-02-02,Thursday,No,Male,1,2,7,4,Cloudy,None,Normal,None,Morning
2017-02-02,Thursday,No,Female,0,1,7,3,Cloudy,None,Normal,None,Night
2017-02-02,Thursday,No,Male,3,2,7,0,Cloudy,None,Normal,None,Night
2017-02-03,Friday,No,Female,2,1,7,3,Sunny,None,Normal,None,Evening
2017-02-03,Friday,No,Male,2,0,7,3,Sunny,None,Normal,None,Evening
2017-02-03,Friday,No,Female,1,4,7,5,Sunny,None,Normal,None,Morning
2017-02-03,Friday,No,Male,1,1,7,4,Sunny,None,Normal,None,Morning
2017-02-03,Friday,No,Female,2,0,7,2,Sunny,None,Normal,None,Night
2017-02-03,Friday,No,Male,1,1,7,1,Sunny,None,Normal,None,Night
2017-02-04,Saturday,Yes,Female,4,1,7,4,Sunny,National Day,Normal,None,Evening
2017-02-04,Saturday,Yes,Male,2,3,7,4,Sunny,National Day,Normal,None,Evening
2017-02-04,Saturday,Yes,Female,3,2,7,4,Sunny,National Day,Normal,None,Morning
2017-02-04,Saturday,Yes,Male,1,3,7,4,Sunny,National Day,Normal,None,Morning
2017-02-04,Saturday,Yes,Female,1,1,7,2,Sunny,National Day,Normal,None,Night
2017-02-04,Saturday,Yes,Male,0,0,7,4,Sunny,National Day,Normal,None,Night
2017-02-05,Sunday,No,Female,1,0,7,2,Sunny,None,Normal,None,Evening
2017-02-05,Sunday,No,Male,4,2,7,6,Sunny,None,Normal,None,Evening
2017-02-05,Sunday,No,Female,1,2,7,2,Sunny,None,Normal,None,Morning
2017-02-05,Sunday,No,Male,3,2,7,4,Sunny,None,Normal,None,Morning
2017-02-05,Sunday,No,Female,1,0,7,4,Sunny,None,Normal,None,Night
2017-02-05,Sunday,No,Male,4,2,7,3,Sunny,None,Normal,None,Night
2017-02-06,Monday,No,Female,0,1,7,4,Sunny,None,Normal,None,Evening
2017-02-06,Monday,No,Male,2,1,7,6,Sunny,None,Normal,None,Evening
2017-02-06,Monday,No,Female,2,1,7,6,Sunny,None,Normal,None,Morning
2017-02-06,Monday,No,Male,2,4,7,6,Sunny,None,Normal,None,Morning
2017-02-06,Monday,No,Female,5,3,7,2,Sunny,None,Normal,None,Night
2017-02-06,Monday,No,Male,1,1,7,3,Sunny,None,Normal,None,Night
2017-02-07,Tuesday,No,Female,3,1,7,4,Cloudy,None,Normal,None,Evening
2017-02-07,Tuesday,No,Male,3,1,7,3,Cloudy,None,Normal,None,Evening
2017-02-07,Tuesday,No,Female,0,1,7,4,Cloudy,None,Normal,None,Morning
2017-02-07,Tuesday,No,Male,1,6,7,4,Cloudy,None,Normal,None,Morning
2017-02-07,Tuesday,No,Female,1,4,7,3,Cloudy,None,Normal,None,Night
2017-02-07,Tuesday,No,Male,3,3,7,2,Cloudy,None,Normal,None,Night
2017-02-08,Wednesday,No,Female,3,1,7,3,Sunny,None,Normal,None,Evening
2017-02-08,Wednesday,No,Male,3,2,7,3,Sunny,None,Normal,None,Evening
2017-02-08,Wednesday,No,Female,1,0,7,4,Sunny,None,Normal,None,Morning
2017-02-08,Wednesday,No,Male,1,2,7,2,Sunny,None,Normal,None,Morning
2017-02-08,Wednesday,No,Female,1,0,7,3,Sunny,None,Normal,None,Night
2017-02-08,Wednesday,No,Male,2,1,7,3,Sunny,None,Normal,None,Night
2017-02-09,Thursday,No,Female,1,0,7,3,Rainy,None,Normal,None,Evening
2017-02-09,Thursday,No,Male,1,4,7,5,Rainy,None,Normal,None,Evening
2017-02-09,Thursday,No,Female,2,0,7,4,Rainy,None,Normal,None,Morning
2017-02-09,Thursday,No,Male,1,4,7,3,Rainy,None,Normal,None,Morning
2017-02-09,Thursday,No,Female,0,2,7,1,Rainy,None,Normal,None,Night
2017-02-09,Thursday,No,Male,7,0,7,4,Rainy,None,Normal,None,Night
2017-02-10,Friday,Yes,Female,2,2,7,5,Sunny,Navam Full Moon Poya Day,Normal,None,Evening
2017-02-10,Friday,Yes,Male,0,0,7,1,Sunny,Navam Full Moon Poya Day,Normal,None,Evening
2017-02-10,Friday,Yes,Female,3,2,7,2,Sunny,Navam Full Moon Poya Day,Normal,None,Morning
2017-02-10,Friday,Yes,Male,1,1,7,4,Sunny,Navam Full Moon Poya Day,Normal,None,Morning
2017-02-10,Friday,Yes,Female,1,3,7,6,Sunny,Navam Full Moon Poya Day,Normal,None,Night
2017-02-10,Friday,Yes,Male,3,2,7,1,Sunny,Navam Full Moon Poya Day,Normal,None,Night
2017-02-11,Saturday,No,Female,0,3,7,1,Cloudy,None,Normal,None,Evening
2017-02-11,Saturday,No,Male,2,0,7,1,Cloudy,None,Normal,None,Evening
2017-02-11,Saturday,No,Female,1,4,7,4,Cloudy,None,Normal,None,Morning
2017-02-11,Saturday,No,Male,1,2,7,4,Cloudy,None,Normal,None,Morning
2017-02-11,Saturday,No,Female,0,2,7,1,Cloudy,None,Normal,None,Night
